""	E9.5_vivo_RNA	E12.5_vivo_RNA	E18.5_vivo_RNA	Primordial_NGO_vivo_RNA	Preantral_P14_vivo_RNA	Antral_FGO_vivo_RNA	PGCLCs_H18_RNA	c7_H18_RNA	c13_H18_RNA	c34_H18_RNA
Gm30095	0	0	0	0	0	0	0	0	0	0
Gm40761	0	0	0	0	0.423225043869948	0.0541840357102755	0	0	0.214714251043626	0.261032679199552
Gm30145	0	0.416262748896255	0	0	0.164876828350096	0.428568624748251	0	0.513218914190478	0.214714251043626	0.708111980039552
Nap1l1	10.0969772595817	9.87520520961175	8.83926333031246	8.66239800641669	8.2095218273659	8.78788528669881	9.76644367378909	9.5587075129246	9.17031544131556	8.13517516291068
Phlda1	3.92098085141405	3.11695389353463	3.16322965467152	1.30372725528598	3.41889421818115	2.88092562677028	3.1115034696314	2.6297284401537	2.98265256854716	3.53078841467114
Gm30193	0	0	0	0	0	0.1900305967499	0	0	0	0
Gm30262	0.158420424764794	0	0.358341835938542	0.405583376564965	4.14813850283925	2.09421233526901	0	0	1.30981265589615	4.24368748160163
4933440J02Rik	0	0	0.201197375250307	0	0.268737718688535	0	0	0	0	0
Gm40763	0	0	0	0	0	0	0	0	0	0
Gm30624	0	0	0	0.0781365968773445	3.67723015514369	1.1176867360661	0	0	0	0.887154609508784
Gm20758	0	0	0	0	0.277759580052495	0.32955560366712	0	0	0	0.492190085465356
Krr1	6.0508567843828	5.67864816010738	5.27097277142674	6.56780551906193	6.5166536518431	6.1455669177355	5.93421344159163	5.65511964912037	6.13634981169449	6.71437845139815
Glipr1	1.2635793933634	1.01352030677686	1.98417592810922	1.45492186145097	3.52066879011697	2.35426935035147	1.69281698331257	1.70855218624079	1.61030428003296	3.74143650583637
Gm46179	0	0	0	0	0.066515549770799	0	0	0	0	0
Glipr1l1	0	0	0	0	0	0	0	0	0	0
Glipr1l2	0	0	2.5102753833749	0	0	0	0	0	0.977419516054664	0
Glipr1l3	0	0	0	0	0	0	0	0.513218914190478	1.11767000363759	0
Caps2	0.808906745673098	0	1.34874034504614	0	0.0509259860366959	0	0.497724168991965	0.700923088798525	3.11706905588878	0
Kcnc2	0	0	0.19263267967534	0	0.0628564854176051	0.0739181263953266	0	0.758099746241507	0.349820232844819	0.895664544169805
Gm40764	0	0	0	0	0	0	0	0	0.214714251043626	0
1700010J16Rik	0	0	0	0	0	0.116147439676854	0	0	0	0.083484001116884
Gm3942	0	0	0	0	0	0	0	0	0	0
Atxn7l3b	6.20484836369743	5.1807117640436	6.6444413039376	6.66178060921403	5.06347765885515	3.98596153198776	5.66444159899287	5.12191401673623	6.37254745035986	3.88069687237986
Gm40765	0	0	0	0	0	0	0	0	0	0
Gm31058	0	0	0	0	0	0	0	0	0	0
Trhde	0.158420424764794	0	0	0	0	0	0	0	0	0
Gm40766	0	0	0	0	0	0	0	0	0	0.0500499122776064
Gm15723	0	0	0	0	0	0	0	0	0	0
Gm40767	0	0	0	0	0	0	0	0	0	0
Gm31182	0	0	0	0	0.0424810747453799	0	0	0	0	0
Gm31267	0	0	0	0	0	0	0	0	0	0
Tph2	0	0	3.67357137046307	0.645876060040478	1.35866410774579	3.20584545401627	0	0.295648217221603	4.38004613904211	4.01249912649891
Tbc1d15	5.85084057467922	6.57064115420054	7.67133248344186	7.32902840077492	9.25059776136411	9.9262425504025	6.57542168015147	6.51423898101782	7.89576590156328	9.77454826410327
Rab21	5.25487713748286	3.90133710442144	5.47957806448177	6.46290841885734	7.08774687536472	6.67888130960029	4.63163515472569	4.5297307352052	7.12845210951395	7.7331797419951
Tmem19	3.2854699495411	3.50288335273577	5.5775970640227	2.5563235785172	4.85178479011187	5.20409359695242	3.52237484719956	4.37589048278853	5.63787690525511	5.06078222810381
Thap2	4.39474034295371	3.7451397767212	3.73124800195249	3.06568034552296	3.317873220051	3.11613522087744	3.19466176399249	3.45670820185057	3.25793287122917	3.62280636759349
Zfc3h1	4.90920671094161	4.9407515572836	5.84947903375924	3.60647099162548	4.13500981872766	4.13222311424225	4.47844740504875	4.97608522811585	6.39120488012424	4.49574327465818
Lgr5	0.398257347474042	0.929609050950363	2.10776429289792	0	0	0.155084974736799	0	0	0	0.270011705348483
A930009A15Rik	0	0	0	0	0	0.0937655819219547	0	0	0	0
Tspan8	0.567540865974618	0	0	0	0.705143983867978	3.65656228674328	0	0.162865895561277	0	2.97417721935246
4930422I22Rik	0	0	0	0	0	0.144427802295941	0	0	0	0
Ptprr	0.158420424764794	0	2.92839250576589	2.99516226620858	2.33797861471619	4.98026886069331	0	0.196213669106861	1.28295974601	5.40050963314518
Taf7l2	0.32770394326537	2.05752304688251	4.75681936100819	0	0.830501680322158	0.307697959172542	0	3.55891976876322	5.71903447101872	0.231492622342314
Ptprb	0.594579457906516	1.1393393133923	0.487264656241941	0	1.92418049914098	3.86716412357804	0	0.992901562028895	0.214714251043626	4.17935645766152
Kcnmb4	2.2687986247495	2.61789500739839	1.18436706869969	0	0	0	2.11819273231888	2.66459122367957	2.03658880771347	0.27917796031964
Kcnmb4os1	0.32770394326537	0	0.344515363592436	0	0	0	0.206363669295821	0.162865895561277	0.214714251043626	0
Kcnmb4os2	1.02796491625097	0.917763701933358	0.393830054925648	0	0	0	0.934748850869578	0.504709419691664	0.564534483888445	0.138216342801169
Cnot2	6.97110905390015	7.67944222155201	7.80768409458718	6.94782508443207	6.98507948381109	7.10306941631394	7.59134967392555	7.32543448471405	8.15549277708017	7.6196380739355
Gm31593	0	0	0	0	0.0424810747453799	0.191378755996809	0	0	0.214714251043626	0.615402191652699
Gm26579	0	0	0	0	0.0628564854176051	0.0970605425875138	0	0	0	0.12574332893758
1700030O20Rik	0	0	0.831780019834377	0	0.106004941437081	1.15304094696307	0	0	0	1.78889620599643
4930579P08Rik	0	0	0	0	0	0.046368602080009	0	0	0	0.0498545680687295
Myrfl	0.169283518500576	0	0.826025232761151	0	0.0912659428689372	0.477202474090309	0	0	0.380003993416035	0.63179333179774
Rab3ip	6.30016625208295	5.38339611122169	6.12663450001291	6.15249457475562	6.35057660439529	5.71895192321605	5.97132398221923	5.08231680882628	5.80565586264747	6.00394587291753
LOC115487423	2.41516149600858	2.18065138863732	3.03785222590946	3.07318173968085	6.63536650374245	7.24671644391688	1.99133162832908	2.2598979631842	3.4399942984767	7.72536343258197
4933412E12Rik	1.31354443449812	0	0.545712738842744	0	1.25270132816656	1.36628184756763	1.17861060123326	0.162865895561277	0.864175525821889	0.0949379296124584
Gm40768	0.158420424764794	0	1.31328988900309	0	0.905251320862908	1.07456690756619	0	0	0	0.203996992303564
D630029K05Rik	0	0	0	0	0.670629609195444	0.534187101382103	0	0	0	0.157551341154175
Gm46182	0	0	0.691582562423765	0	0.878026728612303	0.586957231672835	0	0.162865895561277	0	0.534204213496473
Best3	0	0	0.19263267967534	0.106013209725893	1.94857839349572	1.85184756368985	0	0	0.564534483888445	2.07925216782003
Gm10747	0	0	0	0.0563434836286607	0	0	0	0	0	0
Lrrc10	0.169283518500576	0	0	0	0.294359135714707	0.139972237820399	0	0	0	0.25272700978107
Cct2	10.2514538970864	10.3476428805421	9.56127119510901	9.6962470270836	8.34201345628279	7.95178356979489	9.97379120305174	10.0895602499382	10.3217448049728	8.02862125095586
Frs2	4.18476461847322	4.42973704851446	5.36301734887572	2.34746538741251	2.76140233259792	1.49365804964897	4.50184535365417	5.18711395568537	5.79836323533536	2.07773185411846
4930423D24Rik	0	0	0.201197375250307	0	0	0	0	0	0	0
Gm40769	0	0	0	0	0	0	0	0	0	0
Yeats4	7.02630570878264	7.13701666882853	6.68298974803176	7.00793402187926	6.85206312152615	6.89237989690833	6.62375460735896	7.18726321847084	6.87416038755609	6.29866479574325
Gm31963	1.4092249498837	1.76198537958064	2.81457379232796	0.59674424807937	1.48304729060593	1.37286404950711	1.30233379199489	1.8108574125629	2.86242363495629	1.13370020840398
9530003J23Rik	0	0	0	0	0	0	0	0	0	0
Lyz2	0.457568773057733	0	1.49821769460875	0	0	0	0	0	0.902955752593968	0
Lyz1	1.33379988270588	0	2.24818276375574	0	0	0	0	0	0.725427464145743	0.083484001116884
Cpsf6	7.3432790390374	7.77041770656924	7.13949758000681	6.38558694828044	6.1643441187831	5.74668639656756	7.64904736108867	7.22626657772086	7.24599715553061	5.85808930159699
Gm40770	0.158420424764794	0	0	0	0	0	0	0	0	0
Gm32141	0	0	0	0	0	0.242711913261594	0	0	0	0.352245948427073
LOC115487424	0	0	0	0	0	0	0	0	0	0.0500499122776064
Gm32235	0	0	0	0	0.0506360229399374	0.100900939026523	0	0	0.349820232844819	0
Gm32319	0	0	0	0	0	0	0	0	0	0
Gm32365	0	0	0	0	0	0	0	0	0	0
Cpm	1.9234655864492	0.850929759504709	2.59003018820845	0	3.34134679886682	4.80086233451071	0.859729732531068	2.03088013757807	1.79147094519437	4.62553879870755
Mdm2	6.22225064879687	7.24474008177028	7.03844507674691	6.19553799297415	7.35344401107751	7.01680712904124	6.83366429491391	7.71394739425521	8.07924563446876	8.02506384826753
Slc35e3	1.62979247461557	1.56227967403054	1.80685541650053	0.106013209725893	0.495477597940071	0.229003101132125	2.1070225035929	1.97268510224722	2.10081502371582	0.590928864058466
Nup107	6.28076287777395	6.84924440178708	6.95946099317508	3.93909931584681	4.69707082483086	3.73263622468348	6.26881141366686	6.56282754322718	6.99395978140958	6.24339125800168
Rap1b	6.91723817102902	6.81558180063189	6.95292322357489	6.47503453295265	6.89847537755255	6.64260271320025	6.77660603670493	6.78115245771565	7.79403278008043	7.31268218926497
Gm40773	0	0	0.19263267967534	0	0	0	0	0	0	0
Gm32552	0	0	0	0	0	0	0	0	0	0
Gm32605	0	0	0	0	0.982982292701817	0.949731566287924	0	0	0.380003993416035	2.14270397818075
4933411E08Rik	0	0	0	0.100556862559072	0.682694249926969	1.25031610349043	0	0	0	0.613430055597866
Gm32663	0	0	0	0	0	0	0	0	0	0
Mdm1	5.56311145837847	5.63984327710826	4.67031540409294	3.65791063380714	5.62305211277026	4.00098462477878	5.10294433992297	5.48236854939249	5.42082523286017	4.86633605931398
Gm40775	0	0	0.19263267967534	0.686973043952562	0.170306200909768	0.370421921576409	0	0	0.214714251043626	2.97102232486785
Il22	0	0	0	0	0.979586696731349	0.878468551582323	0	0	0	1.13674451173606
Iltifb	0	0	0	0	1.14810692849502	0.645018223621861	0	0	0.964389185166445	1.93024824015555
Ifng	0	0	0	0	0	0	0	0	0	0.083484001116884
Ifngas1	0	0	0	0.629226143184349	0	0	0	0	0	0
Gm33337	0	0	0	0	0	0	0	0	0	0
LOC115485728	0	0	0	0	0	0	0	0	0	0
Gm33439	0	0	0	0	0	0	0	0	0	0
Gm33481	0	0	0	0	0	0	0	0	0	0
Gm40776	0	0	0	0	0	0	0	0	0	0
Dyrk2	3.3825919481141	2.18336980360082	2.47559161247088	1.3614212826402	0.117151572710736	0.140134184001964	2.96493828914147	2.68751935760689	3.6167252322474	0.0498545680687295
Gm40777	0	0	0	0	0	0	0	0	0	0
Gm38403	0	0	0	0	0	0	0	0	0.349820232844819	0.177305752829053
Gm33624	0	0	1.6678483279559	1.84177225322229	2.6778988736779	3.03698247744226	0	0	3.18069829860876	2.34771642174186
Gm33677	0	0	0	0	0	0.0541840357102755	0	0	0	0
Gm33861	0	0	0	0	0	0	0	0	0	0
1700064J06Rik	0	0	0	0	0	0	0	0	0	0
Gm33982	0	0	0	0	0.73831480206281	0.404727372444209	0	0	0	0
Gm34045	0	0	0.57674054925685	0	4.09728210704629	4.47499301390172	0.206363669295821	0	1.92440046993256	6.65404719739431
Cand1	6.86733496643328	7.39475201768788	8.08775500412682	6.89672149375222	7.97152338515236	8.23205262712859	7.01716920854635	7.64773836503705	8.11463055981603	7.69120990042022
4930477N07Rik	0	0	0	0	0.857721238142229	0.896014229528837	0	0	0	0.694333290734796
Gm40778	0	0	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	0	0	0.108996624516179	0.456850418518517	0	0	0	0.377616520585667
Grip1	3.25390585065712	3.96244621322987	2.16422194116529	0.134658333730238	6.0483210350868	5.37568186950803	4.17713410561499	3.02525915048441	2.56638781074731	4.24347516732519
Gm40780	0.169283518500576	0	1.72990061520704	0	0.614418237470202	0	0	0.162865895561277	0.214714251043626	0.380423507522713
Grip1os2	0.457568773057733	0.237749993632475	1.64600822635787	0	0.387615117917037	0.355094939014488	0.704681889634786	0	1.3887276170232	0.550164046797293
Gm46207	0	0	0	0	0	0.238193384217896	0	0.162865895561277	0.349820232844819	0.139350285470772
LOC115487474	0	0	0	0.158222002450926	0.523566732075921	1.26447964307554	0	0	0.214714251043626	0.221700343918053
Grip1os1	0	0	0	0	0	0	0	0.350353018629201	0	0
Helb	4.01393069619643	4.72940138221373	1.99178322210619	3.81706405771562	3.7708786693667	3.42055236229324	4.59557389453369	3.67520366999159	1.81509708414375	3.16828866267127
Irak3	0	0.237749993632475	0.19263267967534	0	0	0	1.05738339633276	1.81435119469408	0.214714251043626	0
Gm34545	0	0	0	0	0.0635238666917011	0	0	0	0	0
Gm40781	0	0	0	0	0.0635238666917011	0	0	0	0	0.133338569185613
Gm38500	1.36554132025196	0.834635865330816	0.469951781932387	0.32711077971981	0.218506817204743	0	0.803701852184527	0.477247063181879	0.51435529297707	0.0500499122776064
Tmbim4	5.50667723349092	5.7206189457336	8.08419522616804	7.61415352188517	5.55729807756141	5.41036599200308	5.67360966556271	6.51619934387017	6.83538942496101	4.84792551454151
Gm40782	0	0	0	0	0	0	0	0	0	0
Llph	7.29546430521142	7.23919749471652	6.97201564696809	7.61248275432535	7.02390870815594	7.24050240578608	7.29546404738191	7.21385012448357	7.83607214581228	6.61901126922645
Hmga2	6.07515703516619	2.32753326976119	3.63990989608973	3.55161371190796	6.59491000850605	4.94681297704194	3.51158206722297	1.8792192530351	3.18169598460285	4.27866560571012
1700006J14Rik	0	0	2.7257679148661	5.93126348430645	3.51009867073698	2.44548078991037	0.251114374420733	0	2.17771641298879	4.4051706202917
Gm40783	0	0	0	0	0.0424810747453799	0.330420340960111	0	0	0	0.446277376734409
9230105E05Rik	0.464714628114153	0	1.72624239786417	4.98865637751547	0	0.0545323369465142	0	0	1.76819653003157	0.344811310583874
Mir763	0	0	0.358341835938542	0	0	0	0	0	0	0
LOC115487426	0	0	0	0	0.603010721714294	1.23848196989033	0	0	0	0.98371902848851
Gm34952	0	0	0	0	0	0.046368602080009	0	0	0	0
4930471E19Rik	0	0.201306521493585	0	0	0.379511695355327	0.194318219712239	0	0	0	0.759665471959406
Gm35062	0	0	0	0	0.0628564854176051	0	0	0	0	0.0498545680687295
Gm35130	0	0	0	0	0.154426674078907	0.485123920386163	0	0	0	0.297117902515136
Gm35182	0	0	0	0	0	0	0	0	0	0
4921513I03Rik	0	0	0	0	0	0	0	0	0.214714251043626	0
Msrb3	1.77015509962783	0.237749993632475	1.61044478123679	6.24042345862486	6.0702520240137	6.37051983396065	0.206363669295821	0.513218914190478	3.25318702011512	5.2580320338394
Gm15910	0.158420424764794	0	0	0.820916183803477	0.112012163247822	0	0	0	0.349820232844819	0
Gm4473	0.169283518500576	0	0.57674054925685	1.43392038616264	0.094887107030265	0.410365901445357	0	0.196213669106861	0	0
Lemd3	3.67867638895075	4.62587651631261	5.07116893350323	1.59438465549543	0.394061428388686	0.612507671468631	4.57436177119872	4.85657489982443	5.55101721116023	0.584755329697579
LOC108167760	0.169283518500576	0	0	0	0.119380214873073	0	0	0	0	0
Gm35235	0	0	0.201197375250307	0	0.159632647456116	0	0	0.162865895561277	0	0.184837696083061
Gm40784	0	0	0	0	0	0	0	0	0	0
Wif1	0.158420424764794	0	0.777937924507157	0	0.066515549770799	0.444432808252361	0	0.196213669106861	0	0.269008362598227
Gm10741	0	0	0	0	0.273672160573795	0.0970605425875138	0	0	0	0.217020550829048
LOC115487376	0	0	0	0	0	0	0	0	0.349820232844819	0
4930432O09Rik	0	0	0	0	0	0	0	0	0	0.0472017696640885
Gm35404	0	0	0	0	0	0.0541840357102755	0	0	0	0
Tbc1d30	0.158420424764794	0	1.63844251665963	2.60563983651545	4.67237952433878	4.37614356246105	0	0.162865895561277	1.53578250464252	3.7921496519503
LOC115487427	0	0	0	0	0.154789809560638	0	0	0	0	0.095407022604969
Gm40785	0	0	0	0	0.0912659428689372	0	0	0	0	0.0453571103273626
Gns	4.26396289939462	4.3121095946179	7.02733602960736	6.08373048092953	5.25572840579867	4.86469949285597	4.72207994187222	5.94837286974795	7.29092188861836	4.73352331129186
Rassf3	5.82899941217122	6.33157679289521	3.77222362565668	2.56150370258453	5.58849824457498	5.92820639928131	5.7019285023486	5.92323372177441	4.7492594032461	6.30077213634704
Gm40787	0	0	0	0	0	0	0	0	0	0
Gm46204	0.169283518500576	0	0	0	0	0	0	0	0	0
Gm35696	0.158420424764794	0.237749993632475	0	0	0.231001131536981	0.0976131740748542	0	0.748020729977865	0	0.435127476204215
Tbk1	5.0098147787777	5.24885948583501	6.46129518442462	3.79776166183024	3.76294703569788	2.9320436049132	5.0219420789844	5.67730801446514	6.53142449724724	4.86557358776445
Xpot	6.96046246469021	7.65167567041834	7.12384886624503	6.8310712466669	4.93485493113156	0.593023446699036	7.34728569517154	7.30184332175525	7.23818610004376	2.69719534826245
Gm35816	0.464714628114153	0.918991798216335	0.201197375250307	0.188632415899142	0	0	1.68915119200361	0.407746727612306	1.42701408215904	0
D930020B18Rik	0.158420424764794	0	5.48310976237036	4.8282291048661	3.40289663591083	2.15294971540675	0	0.590201253414325	4.14684373752294	2.7440063210474
Gm35865	0	0	0.201197375250307	0	0	0	0	0	0.349820232844819	0
BC048403	3.15216682639536	3.07084163840537	2.76289733052005	0.364314198394206	2.88458488877021	2.66422735766363	2.39477894871597	3.34973903670546	3.14854078003597	3.64954005888945
Srgap1	2.05860940827092	1.0871233036962	2.76078630390347	2.20910615068633	5.50263463350978	5.72255190025526	1.54466206779713	2.14748469122361	3.60243180804076	4.12316868166061
Gm46183	0	0.559246312934702	0.850619264026088	2.93717926142625	2.99514999630735	3.42355225400064	0.206363669295821	0.786414922521186	1.89476138893286	3.24286705006948
LOC115487428	0	0	0	0	0	0	0	0	0	0
Rxylt1	4.9925359512107	5.94076836462075	6.16771493343806	5.5902665247643	5.93209400217626	5.08405073544175	5.25936079954114	6.35904966412891	5.97912612049332	6.81502339016254
Gm4489	0	0	0	0	1.48593457423905	2.25739032673912	0	0	0	2.07647842608403
Gm40790	0	0	0	0	0	0	0	0	0	0.12574332893758
Gm36041	0	0	0	0	0	0.100900939026523	0	0	1.29162715035249	0
Avpr1a	0	0	0	0	0	0	0	0	0	0.13306482040198
Gm40791	0	0	0	0	0	0	0	0	0	0.083484001116884
A130077B15Rik	0	0	0.393830054925648	0.175681782495064	0	0	0	0	0.902955752593968	0.334499456720276
Gm36284	0	0	1.02722260801146	0	1.47161239991382	2.00557346201823	0.206363669295821	0	0	2.54254072725701
Gm40793	0	0	0	0	0	0.0545323369465142	0	0	0	0.137942594017536
Mir6412	0	0	0	0	0	0	0	0	0	0
Ppm1h	2.26329964795437	2.20896715626606	5.96267230492781	6.60727830428836	6.43490758753612	5.98296310498746	3.29917821185041	3.01177814259898	5.45449985026068	5.98564075328926
Mir8104	0	0	0	0	0	0	0	0	0	0
Gm36208	0	0.201306521493585	0	0	0	0	0	0	0	0
LOC115487476	0	0	0	0	0.0776846865051252	0.128450463341841	0	0	0.58438519175041	0.0914554219653198
LOC115487477	0	0	0	0	0	0	0	0	0	0
Mirlet7i	0	0	0	0	0	0	0	0	0	0
Mon2	5.20381273826039	6.00739146074695	7.26948711833754	6.0207489431831	7.11773211735689	7.47521087809611	5.99315412477976	5.95212078096228	7.11736877546862	7.09032116446811
Usp15	6.31651664550129	6.33063558956827	7.44663319039001	7.3957087352207	8.34080527795326	8.36426611312494	6.56739282727973	6.00750195582819	7.93964544326344	8.08841708621154
Gm4129	0	0.487484881406358	2.88487910669559	1.44721075871659	2.1953556229672	2.24626739738674	0.457478043716555	0.994991174295157	3.15691494058995	1.80767050423812
Gm36628	0	0	0	0	0	0	0	0	0	0
Tafa2	0.288285254557157	0	0.487264656241941	0	1.71969262710855	4.02351256855215	0	0	1.09874048472748	4.83370994498921
Gm40794	0	0	0	0	0	0	0	0	0	0
Gm36719	0	0	0	0	0	0	0	0	0	0
Gm36771	0	0	0	0	0	0	0	0	0	0
Gm46205	0	0	0.393830054925648	0	0.747952369056856	3.77645120771276	0	0	0.902955752593968	1.14023680151292
Slc16a7	0.306294203349359	0	1.5510592169659	0.409385872502425	0.304045095933594	1.40307263173228	0.366677170306914	1.91500296732108	2.95804519689221	1.06308958631549
Gm40795	0	0	0	0	0	0	0	0	0	0
Gm36884	0.169283518500576	0	0	0	0.208707478676432	0	0	0	0	0
Gm40796	0	0	0	0	0	0	0	0	0	0
Gm29862	0	0	0	0	0	0	0	0	0.214714251043626	0
Gm29944	0	0	0	0	0	0	0	0	0	0.0883617747324399
Lrig3	2.97524535964674	1.46730648841099	1.51779671843731	0.824707036158278	3.80293103781644	3.77090566034281	2.52889263996443	2.15387131891981	1.23071189239334	2.49309600839147
Gm29997	0	0	0	0	0.0776846865051252	0	0	0	0	0
Gm30041	0	0	0	0	0.0509259860366959	0	0	0	0	0
1700021G15Rik	0	0	0	0	0.909750989673869	0.295133231404986	0	0	0	0.0866406328849117
1700025K04Rik	0	0	0	0	0	0	0	0	0	0
Gm40797	0	0	0	0	0	0	0	0	0	0
Mir378d	0	0	0	0	0	0	0	0	0	0
4930484H19Rik	0	0	0	0	1.02058928469895	0.349567573269393	0	0	0	1.30110484041266
LOC115487429	0	0	0.201197375250307	1.42428400971468	3.51831996128491	0.534572863745319	0	0	1.27548362679042	2.53908060383896
Atp23	3.43149067549755	4.81670617975325	5.76578504645802	5.81705053943466	5.86935959354661	4.97229971263326	3.07605548656614	4.3816107203451	5.46521122318742	6.31353516982324
Gm30456	0	0	0	0.463363889511085	0.926423384399564	0.0841971422111377	0	0	0	0.798138036507379
Gm30539	0	0	0	0	0	0	0	0	0	0
Gm40798	0	0.358517388998656	0	0	0	0	0	0.196213669106861	0.975842584856976	0
Ctdsp2	6.17603309112549	6.20663682553989	6.95414992422324	6.38262187204711	5.79937083103754	4.75301944598121	5.96027416221808	6.12784007028994	6.41354982165607	5.0406016336126
Mir26a-2	0	0	0	0	0	0	0	0	0	0
Mir546	0	0	0	0	0	0	0	0	0	0
Avil	0.158420424764794	0	0.57674054925685	0	0.0635238666917011	0	1.04564003998795	0.67897302642963	0.799099442794036	0
Tsfm	5.10704058615682	6.15870414341043	6.51216113353662	5.11123401701158	5.39441147788176	4.7563897528251	5.74240129534923	5.89214475067624	5.33204606053392	5.21628208380278
Eef1akmt3	0	0.358517388998656	0.777937924507157	0	0	0	0.497724168991965	0	0.214714251043626	0.0453571103273626
Mettl1	4.5066086316229	4.50367484993441	6.11740276751201	4.64461350112323	3.194485772142	2.3219753337083	4.67616365332439	3.52918688074026	4.59571795989384	2.38305494394877
Cyp27b1	0	0.237749993632475	0.201197375250307	0.226182624844049	0.130549351607399	0	0	0	0.214714251043626	0.30432487744805
March9	3.02137715753852	3.7988412529751	5.05339511513639	2.69216085021391	3.04528028006486	1.95319272949506	2.11162889762888	3.34316916556498	5.25458127673382	2.6084740088142
Cdk4	9.18708929711082	8.32608757498919	5.00270402934686	3.69272924471475	4.00269606845191	3.12543859248921	9.02842969229934	7.47669784412845	5.18563504712769	4.07217927866914
Tspan31	6.34314563918163	6.00876948805853	5.94029842137734	6.17970120856533	5.44486865884738	4.45517288729797	6.73973665575116	6.38785329792431	5.76700506300927	5.63961973580495
A730063M14Rik	1.00609664577801	0.201306521493585	0	0	0.522603915571767	0.344591672720106	0.251114374420733	0	0.214714251043626	0
Agap2	0	0	0	0	0	0	0	0	0	0.668369677671428
Os9	3.79354569945003	3.23572801972215	5.44422934749356	5.13091898541852	6.81356848233165	7.44411126334382	3.60091566831473	4.07245034191384	5.57875592524401	6.77954585411756
Gm40799	0.158420424764794	0	0	0.172493657867584	0.335257348199919	0.293100421225276	0	0	0.564534483888445	0.205271236193542
LOC115487479	0	0	0	0	0	0	0	0	0	0
B4galnt1	0.594579457906516	0.487484881406358	0.57674054925685	0	0	0.229003101132125	0	1.0674483165962	0	0
Slc26a10	0.421388872647719	0.559246312934702	0	0	0.424763082952246	1.06867841713152	0.791069645291499	0.884993790794185	0.214714251043626	0.282807184271681
Arhgef25	3.54876951701791	2.48407102557821	3.80122399260119	0.631977190445534	0	0.157982740439208	3.21602577564663	4.34769623789014	1.99184022620669	0.43696609494135
Dtx3	2.80533025766054	0.774780137894911	1.06400520549879	0.905644437057468	0	0	2.04955361043983	2.14136338078735	2.79525580058326	0.564542601897843
F420014N23Rik	0.158420424764794	0	0.550974515613883	0.591030942233887	0.371885420651588	0.213890364215726	0.251114374420733	0	1.27548362679042	0.68944163155308
Pip4k2c	4.81413139888805	5.1562370773227	5.47010924903712	3.70393023232511	4.21419095182268	3.11407174698124	5.48524880189245	5.47499652707015	6.2821570937514	4.73332421041542
Kif5a	1.97399823311251	2.02929973147455	1.25140998534871	0.525172997336446	0.296619092000124	0	2.37111416283703	1.93189353722166	1.21198447496025	0.083484001116884
Gm40800	0	0	0	0	0	0	0	0	0	0
Dctn2	6.69931469312699	5.76173916230015	6.84427696172888	7.54616248327429	5.00687606902789	4.82254643721738	7.18600227707111	7.12876573135852	6.38267556177817	5.09716167270745
Mbd6	4.63085084354081	5.16199063053208	5.76758949592262	5.29187674648748	3.90952133368408	4.33844325250469	5.27737200146125	5.60073455449383	7.00124065823337	4.60123847551578
Ddit3	2.66219708011185	1.64619092985703	2.99679442505086	4.10080169749815	5.20802157761618	5.93664839541277	2.98730245991852	2.96797541086502	3.74493907980152	6.16103452560718
Mars	7.02171869197131	7.02061918069615	7.5102450685131	5.5237238068842	5.0282697855649	4.6689621181192	7.87669707639083	7.09362315002199	7.00261886102202	4.75940559965318
Arhgap9	0.398257347474042	0	0	0	3.26080535466455	2.41640373561661	0.497724168991965	2.33500033237362	0.888515192600403	2.6999565886044
Gli1	1.92535039346473	0	0	0	0.377732151150956	0	0.206363669295821	0.974621243651234	0.214714251043626	1.16723526987237
Inhbe	0	0	0	0	0.0635238666917011	0.046368602080009	0	0	0	0.12051299118668
Inhbc	0	0	0	0	0	0.595481016304822	0	0	0	0.607986973867249
R3hdm2	4.56600381495985	5.27437197018359	7.08924089293351	8.12045041392245	5.73091745100018	5.49175319286832	4.74140374434626	6.05026833637552	8.38417040756295	6.22818658483451
Stac3	0.288285254557157	0	0	0	0	0	0	0	0	0.126767365768171
Ndufa4l2	0.822647952030461	1.47823811115104	0	0	0.924792186783115	0.565804226297429	0.366677170306914	0.603960396719167	2.56780495907896	2.49901378110592
Shmt2	5.99646816720368	4.99966276165915	5.43161146311285	4.49901617556298	5.23321443241097	5.25501363968819	7.039254815095	4.79861375295573	5.47831251549145	6.77948671173989
Nxph4	0	0.416262748896255	0	0	0	0	0.206363669295821	0	0	0
Lrp1	3.63248815261477	1.46730648841099	2.88538758612859	1.01587588298603	3.71266506522557	4.01078213210418	0.251114374420733	3.44019540371789	4.46038217678947	4.93310103161593
LOC115487481	0	0	0	0	0	0	0	0	0	0
LOC115487480	0	0.59688587169834	0.201197375250307	0	0.117151572710736	0.199835406384356	0	0.162865895561277	0.564534483888445	0
Gm40802	0	0	0	0	0	0	0	0	0	0
Stat6	2.07959283326057	0.596267382631131	2.46682734743644	3.41162729343636	6.15831608658805	6.0007340381854	2.70554347709766	1.6749050983017	2.36161208402186	7.16701926177708
LOC105245328	0.169283518500576	0	0	0.555854520798943	0.419265078933781	1.02449321590109	0	0	0.76112833381335	1.16680495733049
